,filename,link,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_data
36,39380,http://assets.myntassets.com/v1/images/style/properties/f4915e745c70ce326b3919d4f6069c6b_images.jpg,39380,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Peter England Men Blue Party Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132874B00>
37,10438,http://assets.myntassets.com/v1/images/style/properties/97e422e74da7fe700737ef68d187ba67_images.jpg,10438,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Midrise Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132875070>
38,49655,http://assets.myntassets.com/v1/images/style/properties/a474424074485fd2562fb484b78ee179_images.jpg,49655,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Mineral Pink & Green Skirt,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328746B0>
39,7708,http://assets.myntassets.com/v1/images/style/properties/af7bdcc918f7a88a64f613560501d143_images.jpg,7708,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Aliah Blue Jegging,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132874D10>
40,13282,http://assets.myntassets.com/v1/images/style/properties/8dbb5553ab4000deb3e567c0e7a44130_images.jpg,13282,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Gini and Jony Kids Solid Black Capris,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328747D0>
41,26995,http://assets.myntassets.com/v1/images/style/properties/84053f1fbbb0933c6d7ac98e015935d2_images.jpg,26995,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285AF90>
42,54925,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Cream-Shorts_ccafb4ae225ba6d536f698bc63e3084a_images.jpg,54925,Men,Apparel,Bottomwear,Shorts,Cream,Summer,2012.0,Casual,Do U Speak Green Men Cream Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x13285BF80>
43,30651,http://assets.myntassets.com/v1/images/style/properties/8f9c1284ca00f79df5921e1b6dd062c0_images.jpg,30651,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285A600>
44,13285,http://assets.myntassets.com/v1/images/style/properties/ad4e19e5e8d9c2b66c7c900203236dec_images.jpg,13285,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Black Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285ACC0>
45,8946,http://assets.myntassets.com/v1/images/style/properties/81d13cdb83f9e94b6a1116e562fdf6d7_images.jpg,8946,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men ID Printed Beige Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285B4A0>
46,11324,http://assets.myntassets.com/v1/images/style/properties/d842959362660f22f113c15b968fa0cb_images.jpg,11324,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Smart Casual,United Colors of Benetton Men Black and Brown Checked Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132893770>
47,4929,http://assets.myntassets.com/v1/images/style/properties/11ff0a1a2def9f56988b6f3d535a959e_images.jpg,4929,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Vanida Blue Dungree Kidswear,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285A240>
48,50384,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Black-Salwar-and-Dupatta_2d333401a867811f5f34741cd25258ba_images.jpg,50384,Women,Apparel,Bottomwear,Salwar and Dupatta,Black,Summer,2012.0,Ethnic,Vishudh Women Black Salwar and Dupatta,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x13285B470>
49,25912,http://assets.myntassets.com/v1/images/style/properties/ab691081699441b8ec03160764a85414_images.jpg,25912,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,Femella Women Cream Leggings,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132667320>
50,22905,http://assets.myntassets.com/v1/images/style/properties/778e755a8fc083a0531137071d7dfbfd_images.jpg,22905,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2011.0,Formal,Mark Taylor Men Black Striped Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285A210>
51,11129,http://assets.myntassets.com/v1/images/style/properties/632af661652069e6c3771184c889127e_images.jpg,11129,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Urban Yoga Men Solid Blue Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285AF00>
52,50383,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Printed-Red-Salwar-and-Dupatta_602248cd51c0f2ca9c9dd2469a6c3af8_images.jpg,50383,Women,Apparel,Bottomwear,Salwar and Dupatta,Red,Summer,2012.0,Ethnic,Vishudh Women Printed Red Salwar and Dupatta,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x13285A150>
53,30602,http://assets.myntassets.com/v1/images/style/properties/b8b2ceebfb49c01db50d6da07780dd2a_images.jpg,30602,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Boys Basketball Black Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132859D30>
54,27017,http://assets.myntassets.com/v1/images/style/properties/dd51bc3b692a7eb2cad5f1a430c00e6f_images.jpg,27017,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132859F10>
55,27028,http://assets.myntassets.com/v1/images/style/properties/eaacec6faa536f1b31fde7a0e7b20797_images.jpg,27028,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Capris,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x13285BE30>
56,39320,http://assets.myntassets.com/v1/images/style/properties/4e5604b90798ff57a6a84b34cd788b8e_images.jpg,39320,Boys,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Navy Blue Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13285A060>
57,51603,http://assets.myntassets.com/v1/images/style/properties/123aac367ef81073f9b26584b73fcce4_images.jpg,51603,Women,Apparel,Bottomwear,Trousers,Beige,Fall,2012.0,Casual,Kraus Jeans Women Beige Trousers,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132859AF0>
58,33283,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Black-Jeans_9dc05d84d9f49f1430edefc0e47055fc_images.jpg,33283,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Black Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x13285A1E0>
59,44914,http://assets.myntassets.com/v1/images/style/properties/687c4659fcd49d9fa75e9568c0228e18_images.jpg,44914,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2012.0,Casual,Puma Men Blue Track Pants,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132859820>
60,39124,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Beige-Leggings_7f59a0bcb5397f7e24695792c9f0f4eb_images.jpg,39124,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2012.0,Casual,Aneri Women Beige Leggings,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132859700>
61,33270,http://assets.myntassets.com/v1/images/style/properties/5a8136a2c5a4bbe86c2cf987981d5c29_images.jpg,33270,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012.0,Casual,Gini & Jony Girls White Skirt,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328594F0>
62,5005,http://assets.myntassets.com/v1/images/style/properties/2243bdce70f8b5bfa41751a0287e7c7f_images.jpg,5005,Women,Apparel,Bottomwear,Skirts,Red,Summer,2011.0,Casual,Gini and Jony Girl's Glinda Red Kidswear,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328B0260>
63,21587,http://assets.myntassets.com/v1/images/style/properties/e9aaef6467689eac974ad5658d3f1d5f_images.jpg,21587,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132858950>
64,4775,http://assets.myntassets.com/v1/images/style/properties/03ce42065883b0f94450ebcd2fd8c912_images.jpg,4775,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Women 3S Black Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1225757C0>
65,41977,http://assets.myntassets.com/v1/images/style/properties/5d58ca09a3d01ab7feadb79d06ac2064_images.jpg,41977,Boys,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Gini and Jony Boys Beach White Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B02F0>
66,14940,http://assets.myntassets.com/v1/images/style/properties/99f3aee9773a8a50785b18907150c7d4_images.jpg,14940,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B1B20>
67,51588,http://assets.myntassets.com/v1/images/style/properties/87d9b272a6c0a23e109fd62371bd5bb1_images.jpg,51588,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Wrangler Women Blue Jeggings,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328B00B0>
68,17993,http://assets.myntassets.com/v1/images/style/properties/8f8cc81bb453354b2134195770e2a2ca_images.jpg,17993,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2009.0,Sports,Puma Women Essential Skinny Grey Track Pant,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B0080>
69,47080,http://assets.myntassets.com/v1/images/style/properties/cddfb24e9bb44089f6fb0472fbce6de6_images.jpg,47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,2012.0,Ethnic,Shree Women Mustard & Green Patiala,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132858C80>
70,48458,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Blue---White-Check-Shorts_beac1afcd0b3b7149418e3338d1d4ea9_images.jpg,48458,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2012.0,Casual,French Connection Men Blue & White Check Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328588F0>
71,32444,http://assets.myntassets.com/v1/images/style/properties/efa062b802497e6a1bb76ce2025f2035_images.jpg,32444,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2015.0,Sports,ADIDAS Men Navy Blue Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x123B6F950>
72,51586,http://assets.myntassets.com/v1/images/style/properties/9af1ad4c632955757a14926ccf0dea3e_images.jpg,51586,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Wrangler Women Blue Giselle Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328B01A0>
73,8834,http://assets.myntassets.com/v1/images/style/properties/0076a60bc9796a82f4d2f72e5b376d05_images.jpg,8834,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011.0,Formal,Scullers Men Scul Brown Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132875EB0>
74,57215,http://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Beige-Shorts_6702968b0affeaa8736c55869ac28ebe_images.jpg,57215,Women,Apparel,Bottomwear,Shorts,Beige,Fall,2012.0,Casual,Kraus Jeans Women Beige Shorts,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328B0230>
75,12285,http://assets.myntassets.com/v1/images/style/properties/b34240924498c963d23eb3d4db534ca8_images.jpg,12285,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x13254D6A0>
76,57087,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Yellow-Skirt_6ecbe21830bfc3c04458ba591e0bf9a1_images.jpg,57087,Women,Apparel,Bottomwear,Skirts,Yellow,Summer,2012.0,Casual,Elle Women Yellow Skirt,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132858BC0>
77,13303,http://assets.myntassets.com/v1/images/style/properties/abd44a4dbeaeb9c903805596d30936cb_images.jpg,13303,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Beige Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B0380>
78,58209,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Multi-Coloured-Patiala_9fb916fb39687b00ea2bb72c8c8c0df3_images.jpg,58209,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012.0,Ethnic,Shree Women Multi Coloured Patiala,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132876180>
79,33509,http://assets.myntassets.com/v1/images/style/properties/c1aed726209416754765bb81a15fddee_images.jpg,33509,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Doodle Kids Girl Check Pink Shorts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328593A0>
80,16018,http://assets.myntassets.com/v1/images/style/properties/3d5106a5237c6cae5d99c0228d460ee7_images.jpg,16018,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Turtle Solid Men  Khaki Trouser,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132858A40>
81,57074,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Jeans_03d499a9dc2a7f0f758da0b358bcf757_images.jpg,57074,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Elle Women Black Jeans,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x132858470>
82,13304,http://assets.myntassets.com/v1/images/style/properties/564f82fbd9e49fa1c2b0730d6a8d112b_images.jpg,13304,Women,Apparel,Bottomwear,Skirts,Red,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid Red Skirts,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132858F80>
83,14121,http://assets.myntassets.com/v1/images/style/properties/93351ef3dc3737d7495280c6187aa87a_images.jpg,14121,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Washed Blue Jeans,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132858890>
84,16020,http://assets.myntassets.com/v1/images/style/properties/80a1eaf55a73777aa6acc0aa0da36f38_images.jpg,16020,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Turtle Solid Men Grey Trouser,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328B0110>
85,15463,http://assets.myntassets.com/v1/images/style/properties/9bbf63209db4c5f7b2326d1e18a5af07_images.jpg,15463,Men,Apparel,Bottomwear,Tracksuits,Blue,Fall,2011.0,Sports,Puma Men Graphic Logo Blue Tracksuits,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132875190>
86,13109,http://assets.myntassets.com/v1/images/style/properties/9216398416f6fddf65051c0c62c0a8f6_images.jpg,13109,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Men Pant Climalite Black Track Pants,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x1328757C0>
87,12679,http://assets.myntassets.com/v1/images/style/properties/1f097e04e0c913f68da82cd69cf9f338_images.jpg,12679,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Probase Men Solid Black Trousers,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132875100>
88,16224,http://assets.myntassets.com/v1/images/style/properties/203d9ccf49323bd24c2facc565cbb53c_images.jpg,16224,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Fall,2011.0,Sports,Puma Men Poly Knitted Navy Blue Tracksuit,<PIL.Image.Image image mode=RGB size=1800x2400 at 0x132874A10>
89,41315,http://assets.myntassets.com/v1/images/style/properties/bba2e85a8ebe0b3d59cccbdf6c019814_images.jpg,41315,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Leggings,<PIL.Image.Image image mode=RGB size=1080x1440 at 0x1328752B0>
